empleado_id,edad,departamento,cargo,antiguedad,salario,horas_extra,satisfaccion,evaluacion,distancia_km,desercion,desercion_label,rango_antiguedad
EMP-0282,53,Operaciones,Supervisor,8,4671.0,1,4,3.9,27,0,Se quedó,6-10 años
EMP-0283,43,Finanzas,Analista,11,3252.0,1,3,2.9,38,0,Se quedó,11+ años
EMP-0284,44,Operaciones,Supervisor,14,1970.0,0,4,4.0,4,0,Se quedó,11+ años
EMP-0285,23,Marketing,Asistente,1,2607.0,0,3,2.6,11,1,Renunció,0-2 años
EMP-0286,48,RRHH,Coordinador,17,2400.0,1,3,3.0,21,1,Renunció,11+ años
EMP-0287,23,Finanzas,Coordinador,19,4356.0,0,2,2.7,30,0,Se quedó,11+ años
EMP-0288,47,Operaciones,Coordinador,11,2283.0,1,3,3.7,18,1,Renunció,11+ años
EMP-0289,38,RRHH,Asistente,3,1500.0,0,4,2.3,35,0,Se quedó,3-5 años
EMP-0290,54,TI,Gerente,15,1500.0,0,4,4.8,3,1,Renunció,11+ años
EMP-0291,30,Operaciones,Gerente,15,4403.0,1,1,3.0,12,1,Renunció,11+ años
EMP-0292,50,Marketing,Supervisor,0,1780.0,1,4,2.7,27,0,Se quedó,
EMP-0293,47,TI,Gerente,1,3191.0,0,1,3.5,53,1,Renunció,0-2 años
EMP-0294,56,TI,Gerente,2,2512.0,1,3,2.8,30,0,Se quedó,0-2 años
EMP-0295,46,Ventas,Coordinador,19,2066.0,1,4,3.6,21,1,Renunció,11+ años
EMP-0296,45,Finanzas,Coordinador,16,2200.0,0,2,3.0,38,0,Se quedó,11+ años
EMP-0297,34,Operaciones,Supervisor,19,4598.0,0,2,2.4,21,0,Se quedó,11+ años
EMP-0298,28,TI,Analista,0,1500.0,1,2,2.8,38,1,Renunció,
EMP-0299,57,Ventas,Supervisor,19,2091.0,1,3,3.3,40,0,Se quedó,11+ años
EMP-0300,41,Marketing,Supervisor,5,3507.0,0,3,2.1,15,0,Se quedó,3-5 años
EMP-0301,22,RRHH,Asistente,14,1500.0,1,1,4.3,18,1,Renunció,11+ años
EMP-0302,29,Operaciones,Asistente,13,4134.0,1,2,3.9,52,0,Se quedó,11+ años
EMP-0303,37,TI,Supervisor,19,3487.0,0,1,3.8,29,0,Se quedó,11+ años
EMP-0304,35,Finanzas,Supervisor,14,2721.0,1,1,3.6,48,1,Renunció,11+ años
EMP-0305,33,Ventas,Supervisor,13,1996.0,0,4,3.8,38,0,Se quedó,11+ años
EMP-0306,44,TI,Gerente,4,1500.0,0,4,4.8,21,0,Se quedó,3-5 años
EMP-0307,36,Finanzas,Asistente,5,3238.0,1,2,2.0,17,0,Se quedó,3-5 años
EMP-0308,49,TI,Supervisor,16,7328.0,1,3,2.1,41,0,Se quedó,11+ años
EMP-0309,55,Operaciones,Coordinador,10,2587.0,1,4,2.6,51,0,Se quedó,6-10 años
EMP-0310,23,Operaciones,Coordinador,15,1500.0,0,3,2.5,18,0,Se quedó,11+ años
EMP-0311,53,Operaciones,Gerente,11,2931.0,0,1,2.5,57,1,Renunció,11+ años
EMP-0312,44,Marketing,Gerente,14,3443.0,0,1,4.0,55,0,Se quedó,11+ años
EMP-0313,43,Marketing,Analista,3,1691.0,0,1,3.4,37,0,Se quedó,3-5 años
EMP-0314,46,Ventas,Analista,17,1885.0,0,1,5.0,38,0,Se quedó,11+ años
EMP-0315,43,Operaciones,Analista,2,1810.0,0,2,2.7,12,0,Se quedó,0-2 años
EMP-0316,43,Finanzas,Gerente,7,1973.0,0,1,2.9,11,1,Renunció,6-10 años
EMP-0317,27,TI,Gerente,2,2278.0,1,4,5.0,48,0,Se quedó,0-2 años
EMP-0318,36,RRHH,Gerente,7,1730.0,0,1,4.5,52,1,Renunció,6-10 años
EMP-0319,54,Finanzas,Coordinador,17,1500.0,0,3,3.4,49,0,Se quedó,11+ años
EMP-0320,29,Marketing,Gerente,9,2617.0,0,4,3.7,20,0,Se quedó,6-10 años
EMP-0321,26,Marketing,Coordinador,19,2269.0,0,3,4.5,9,0,Se quedó,11+ años
EMP-0322,25,Finanzas,Analista,16,2050.0,0,3,3.4,1,0,Se quedó,11+ años
EMP-0323,27,Marketing,Analista,7,2523.0,0,2,2.6,58,1,Renunció,6-10 años
EMP-0324,53,Operaciones,Analista,10,1500.0,1,2,4.5,3,0,Se quedó,6-10 años
EMP-0325,51,Ventas,Supervisor,4,2712.0,0,3,3.6,21,0,Se quedó,3-5 años
EMP-0326,56,TI,Supervisor,12,2067.0,1,3,2.5,23,0,Se quedó,11+ años
EMP-0327,37,Ventas,Asistente,4,2686.0,1,1,3.5,9,1,Renunció,3-5 años
EMP-0328,34,TI,Asistente,12,2864.0,1,4,3.2,54,1,Renunció,11+ años
EMP-0329,51,TI,Asistente,5,3837.0,0,1,4.6,19,0,Se quedó,3-5 años
EMP-0330,40,Ventas,Supervisor,4,2543.0,1,2,2.4,45,1,Renunció,3-5 años
EMP-0331,38,Finanzas,Supervisor,8,3739.0,0,2,4.6,55,0,Se quedó,6-10 años
EMP-0332,40,TI,Asistente,15,2146.0,0,1,3.5,46,0,Se quedó,11+ años
EMP-0333,49,Ventas,Asistente,1,2187.0,1,4,3.2,52,1,Renunció,0-2 años
EMP-0334,47,TI,Gerente,0,2353.0,1,3,2.5,19,0,Se quedó,
EMP-0335,47,RRHH,Asistente,7,3326.0,0,1,4.1,23,0,Se quedó,6-10 años
EMP-0336,44,Finanzas,Gerente,18,3141.0,0,2,4.8,27,0,Se quedó,11+ años
EMP-0337,30,Operaciones,Coordinador,10,2576.0,0,4,3.1,27,1,Renunció,6-10 años
EMP-0338,33,TI,Supervisor,11,1500.0,0,2,2.7,39,0,Se quedó,11+ años
EMP-0339,22,RRHH,Asistente,11,3119.0,0,4,3.7,36,0,Se quedó,11+ años
EMP-0340,22,Operaciones,Supervisor,6,1729.0,1,4,4.4,12,0,Se quedó,6-10 años
EMP-0341,55,Operaciones,Supervisor,12,1692.0,1,4,2.0,55,1,Renunció,11+ años
EMP-0342,53,TI,Supervisor,7,1548.0,1,1,3.9,27,1,Renunció,6-10 años
EMP-0343,46,Ventas,Coordinador,8,2361.0,0,1,3.8,46,1,Renunció,6-10 años
EMP-0344,22,TI,Analista,6,3963.0,1,1,3.0,34,0,Se quedó,6-10 años
EMP-0345,37,RRHH,Asistente,14,1659.0,1,4,3.4,33,0,Se quedó,11+ años
EMP-0346,26,Operaciones,Analista,1,4776.0,1,4,2.7,28,1,Renunció,0-2 años
EMP-0347,43,TI,Analista,19,3512.0,0,2,4.4,31,0,Se quedó,11+ años
EMP-0348,50,Ventas,Analista,11,1500.0,0,3,3.9,32,0,Se quedó,11+ años
EMP-0349,24,TI,Supervisor,0,2094.0,0,1,3.6,50,0,Se quedó,
EMP-0350,33,Finanzas,Gerente,7,1610.0,0,4,3.2,20,0,Se quedó,6-10 años
EMP-0351,47,Ventas,Supervisor,4,3184.0,1,2,2.9,40,1,Renunció,3-5 años
EMP-0352,37,RRHH,Supervisor,14,1644.0,1,2,4.5,35,0,Se quedó,11+ años
EMP-0353,43,Operaciones,Analista,0,1500.0,0,2,3.4,31,1,Renunció,
EMP-0354,50,TI,Supervisor,0,2142.0,0,1,3.5,58,1,Renunció,
EMP-0355,35,Ventas,Analista,9,3896.0,0,1,3.6,31,0,Se quedó,6-10 años
EMP-0356,49,Finanzas,Gerente,9,2260.0,0,3,3.3,38,0,Se quedó,6-10 años
EMP-0357,26,Ventas,Asistente,14,2862.0,0,2,2.8,22,0,Se quedó,11+ años
EMP-0358,51,Marketing,Analista,16,2907.0,1,1,2.4,45,0,Se quedó,11+ años
EMP-0359,26,Finanzas,Gerente,5,1500.0,0,2,2.3,41,0,Se quedó,3-5 años
EMP-0360,33,RRHH,Asistente,2,1703.0,1,4,4.3,9,0,Se quedó,0-2 años
EMP-0361,37,Operaciones,Coordinador,12,2447.0,0,2,2.7,52,1,Renunció,11+ años
EMP-0362,47,RRHH,Analista,15,1953.0,0,3,2.2,9,0,Se quedó,11+ años
EMP-0363,47,TI,Analista,7,4826.0,0,1,4.4,15,0,Se quedó,6-10 años
EMP-0364,42,Ventas,Coordinador,14,1500.0,1,4,2.5,13,0,Se quedó,11+ años
EMP-0365,57,Marketing,Coordinador,16,1696.0,0,1,3.9,22,0,Se quedó,11+ años
EMP-0366,54,Finanzas,Analista,16,2741.0,1,4,3.0,16,0,Se quedó,11+ años
EMP-0367,51,Finanzas,Coordinador,12,1899.0,0,2,2.4,32,0,Se quedó,11+ años
EMP-0368,44,Ventas,Supervisor,16,1500.0,1,2,3.2,2,0,Se quedó,11+ años
EMP-0369,31,Marketing,Asistente,5,5292.0,1,3,2.0,26,0,Se quedó,3-5 años
EMP-0370,26,Ventas,Asistente,16,1588.0,0,3,4.5,14,1,Renunció,11+ años
EMP-0371,57,TI,Asistente,15,3054.0,1,4,3.5,59,0,Se quedó,11+ años
EMP-0372,55,RRHH,Supervisor,13,1500.0,0,3,2.4,38,0,Se quedó,11+ años
EMP-0373,52,Finanzas,Coordinador,12,1728.0,1,3,2.7,34,0,Se quedó,11+ años
EMP-0374,31,TI,Gerente,5,1500.0,0,3,3.3,8,0,Se quedó,3-5 años
EMP-0375,40,RRHH,Coordinador,2,1814.0,0,3,2.6,36,0,Se quedó,0-2 años
EMP-0376,53,TI,Analista,13,1886.0,1,2,2.8,21,0,Se quedó,11+ años
EMP-0377,22,Marketing,Asistente,13,2315.0,1,3,3.6,56,0,Se quedó,11+ años
EMP-0378,26,Finanzas,Coordinador,14,2103.0,0,2,4.5,46,1,Renunció,11+ años
EMP-0379,25,Ventas,Gerente,7,1500.0,1,2,3.2,43,0,Se quedó,6-10 años
EMP-0380,37,Ventas,Analista,14,1979.0,0,1,4.2,56,1,Renunció,11+ años
EMP-0381,45,RRHH,Supervisor,12,4354.0,0,2,4.6,28,0,Se quedó,11+ años
EMP-0382,37,Operaciones,Supervisor,16,4152.0,1,2,2.6,46,0,Se quedó,11+ años
EMP-0383,23,Marketing,Gerente,2,2929.0,0,3,4.4,44,0,Se quedó,0-2 años
EMP-0384,49,RRHH,Analista,5,3182.0,0,2,4.3,48,0,Se quedó,3-5 años
EMP-0385,53,Operaciones,Asistente,4,5565.0,1,4,3.1,6,0,Se quedó,3-5 años
EMP-0386,48,TI,Coordinador,16,3067.0,0,3,5.0,20,1,Renunció,11+ años
EMP-0387,41,Marketing,Analista,1,3158.0,1,3,2.8,31,0,Se quedó,0-2 años
EMP-0388,45,TI,Supervisor,14,1500.0,0,3,2.8,33,1,Renunció,11+ años
EMP-0389,33,Finanzas,Gerente,4,1564.0,0,1,4.3,44,0,Se quedó,3-5 años
EMP-0390,56,Marketing,Gerente,19,2409.0,0,3,3.3,7,0,Se quedó,11+ años
EMP-0391,54,Operaciones,Coordinador,5,1767.0,1,2,3.0,8,1,Renunció,3-5 años
EMP-0392,54,Finanzas,Gerente,5,1637.0,1,4,2.5,9,1,Renunció,3-5 años
EMP-0393,33,Ventas,Gerente,17,1715.0,0,3,4.3,2,0,Se quedó,11+ años
EMP-0394,24,Operaciones,Analista,17,1500.0,0,3,4.4,17,0,Se quedó,11+ años
EMP-0395,22,RRHH,Asistente,3,1778.0,1,4,3.7,52,1,Renunció,3-5 años
EMP-0396,54,Ventas,Coordinador,16,2796.0,0,3,4.9,45,0,Se quedó,11+ años
EMP-0397,31,Ventas,Analista,13,5007.0,1,1,3.0,37,0,Se quedó,11+ años
EMP-0398,50,RRHH,Asistente,13,3357.0,0,2,2.7,42,0,Se quedó,11+ años
EMP-0399,34,Marketing,Analista,12,3148.0,1,4,4.0,44,0,Se quedó,11+ años
EMP-0400,33,Ventas,Analista,6,1500.0,0,4,4.3,17,1,Renunció,6-10 años
EMP-0401,52,Operaciones,Gerente,11,2560.0,1,1,2.7,53,1,Renunció,11+ años
EMP-0402,23,Finanzas,Asistente,14,2376.0,1,2,2.2,38,0,Se quedó,11+ años
EMP-0403,56,Ventas,Coordinador,18,2742.0,0,1,4.4,35,0,Se quedó,11+ años
EMP-0404,44,Operaciones,Coordinador,10,2113.0,0,2,4.9,47,0,Se quedó,6-10 años
EMP-0405,38,TI,Asistente,14,4745.0,1,1,3.9,39,0,Se quedó,11+ años
EMP-0406,47,Operaciones,Gerente,11,2493.0,1,3,2.8,30,0,Se quedó,11+ años
EMP-0407,29,Finanzas,Supervisor,2,2592.0,0,1,5.0,6,1,Renunció,0-2 años
EMP-0408,50,Operaciones,Analista,16,1500.0,0,4,4.7,4,0,Se quedó,11+ años
EMP-0409,47,RRHH,Gerente,2,2339.0,1,4,3.5,51,0,Se quedó,0-2 años
EMP-0410,31,Finanzas,Asistente,18,3865.0,0,4,4.5,37,0,Se quedó,11+ años
EMP-0411,47,Marketing,Analista,19,3048.0,1,1,4.4,35,0,Se quedó,11+ años
EMP-0412,55,TI,Coordinador,3,1500.0,0,4,4.8,58,0,Se quedó,3-5 años
EMP-0413,28,RRHH,Supervisor,2,2039.0,1,4,4.5,57,1,Renunció,0-2 años
EMP-0414,25,Marketing,Coordinador,15,4879.0,1,3,3.9,9,0,Se quedó,11+ años
EMP-0415,32,Operaciones,Asistente,11,2298.0,1,3,3.8,6,0,Se quedó,11+ años
EMP-0416,50,Finanzas,Analista,7,2777.0,0,2,3.4,13,0,Se quedó,6-10 años
EMP-0417,57,TI,Asistente,16,4664.0,1,2,3.9,59,1,Renunció,11+ años
EMP-0418,46,RRHH,Analista,6,2294.0,0,2,4.4,22,1,Renunció,6-10 años
EMP-0419,42,Marketing,Gerente,10,3349.0,0,1,4.9,28,0,Se quedó,6-10 años
EMP-0420,57,Marketing,Supervisor,17,2877.0,0,2,3.4,30,1,Renunció,11+ años
EMP-0421,31,TI,Gerente,0,3134.0,0,1,3.7,52,0,Se quedó,
EMP-0422,30,Operaciones,Gerente,2,2840.0,1,1,3.3,36,0,Se quedó,0-2 años
EMP-0423,45,TI,Asistente,3,1960.0,0,2,4.0,2,0,Se quedó,3-5 años
EMP-0424,56,Marketing,Supervisor,12,2040.0,1,2,3.9,58,1,Renunció,11+ años
EMP-0425,56,Ventas,Analista,5,1734.0,1,1,2.1,36,0,Se quedó,3-5 años
EMP-0426,57,RRHH,Analista,13,1500.0,1,3,3.6,8,0,Se quedó,11+ años
EMP-0427,39,TI,Coordinador,4,4015.0,0,4,2.3,45,0,Se quedó,3-5 años
EMP-0428,53,Marketing,Analista,15,2450.0,0,4,2.1,42,1,Renunció,11+ años
EMP-0429,45,Operaciones,Asistente,14,3935.0,1,4,4.4,50,0,Se quedó,11+ años
EMP-0430,44,Marketing,Gerente,14,4565.0,0,3,2.8,9,0,Se quedó,11+ años
EMP-0431,53,Operaciones,Gerente,3,2493.0,0,1,3.0,1,1,Renunció,3-5 años
EMP-0432,33,TI,Gerente,7,1500.0,0,2,2.2,13,1,Renunció,6-10 años
EMP-0433,34,Operaciones,Supervisor,15,2256.0,0,1,2.5,50,0,Se quedó,11+ años
EMP-0434,44,Finanzas,Analista,15,1866.0,1,1,4.3,15,1,Renunció,11+ años
EMP-0435,46,Finanzas,Asistente,3,1500.0,0,2,3.5,32,0,Se quedó,3-5 años
EMP-0436,56,Finanzas,Supervisor,12,1997.0,0,3,4.6,34,0,Se quedó,11+ años
EMP-0437,51,Ventas,Coordinador,12,2372.0,0,4,3.2,43,1,Renunció,11+ años
EMP-0438,38,TI,Asistente,1,1887.0,0,4,2.8,31,0,Se quedó,0-2 años
EMP-0439,41,Marketing,Asistente,2,1793.0,0,1,3.0,14,1,Renunció,0-2 años
EMP-0440,46,Marketing,Asistente,7,1500.0,0,3,4.1,54,0,Se quedó,6-10 años
EMP-0441,43,Ventas,Gerente,14,2640.0,0,4,3.7,47,1,Renunció,11+ años
EMP-0442,34,Operaciones,Asistente,10,5155.0,1,3,4.7,14,1,Renunció,6-10 años
EMP-0443,40,Ventas,Analista,8,4070.0,0,2,3.8,48,1,Renunció,6-10 años
EMP-0444,57,Operaciones,Asistente,6,3170.0,0,1,3.5,55,1,Renunció,6-10 años
EMP-0445,33,Operaciones,Gerente,12,3198.0,0,1,4.4,29,1,Renunció,11+ años
EMP-0446,40,RRHH,Asistente,1,2314.0,0,3,4.8,47,0,Se quedó,0-2 años
EMP-0447,33,Marketing,Coordinador,7,1500.0,1,4,3.1,19,0,Se quedó,6-10 años
EMP-0448,30,Finanzas,Coordinador,6,2105.0,0,3,2.7,27,0,Se quedó,6-10 años
EMP-0449,28,Operaciones,Gerente,11,1656.0,0,2,3.8,9,0,Se quedó,11+ años
EMP-0450,49,RRHH,Analista,18,2596.0,0,4,3.5,37,0,Se quedó,11+ años
EMP-0451,35,Marketing,Analista,6,3997.0,1,4,5.0,37,0,Se quedó,6-10 años
EMP-0452,52,Finanzas,Supervisor,9,5374.0,0,3,3.4,43,0,Se quedó,6-10 años
EMP-0453,40,Operaciones,Gerente,15,2505.0,1,2,2.2,28,0,Se quedó,11+ años
EMP-0454,37,Operaciones,Asistente,2,1500.0,0,4,4.9,52,0,Se quedó,0-2 años
EMP-0455,26,Ventas,Gerente,9,2503.0,1,1,4.5,57,1,Renunció,6-10 años
EMP-0456,56,Ventas,Supervisor,5,2530.0,1,2,2.5,24,0,Se quedó,3-5 años
EMP-0457,33,Marketing,Gerente,17,3202.0,0,4,4.7,28,0,Se quedó,11+ años
EMP-0458,46,Finanzas,Gerente,17,2422.0,0,3,3.0,36,0,Se quedó,11+ años
EMP-0459,42,Operaciones,Supervisor,4,2506.0,0,4,3.1,52,0,Se quedó,3-5 años
EMP-0460,57,Marketing,Analista,6,1895.0,0,1,4.7,18,0,Se quedó,6-10 años
EMP-0461,44,Marketing,Asistente,1,2154.0,0,2,3.6,25,0,Se quedó,0-2 años
EMP-0462,37,TI,Supervisor,10,2997.0,0,4,2.4,35,0,Se quedó,6-10 años
EMP-0463,35,Ventas,Coordinador,12,1500.0,0,1,3.1,4,0,Se quedó,11+ años
EMP-0464,52,Finanzas,Analista,4,2150.0,0,4,4.2,14,0,Se quedó,3-5 años
EMP-0465,26,Operaciones,Coordinador,5,3214.0,0,4,2.5,39,0,Se quedó,3-5 años
EMP-0466,56,Marketing,Analista,13,4705.0,0,2,3.8,26,0,Se quedó,11+ años
EMP-0467,44,Operaciones,Asistente,11,2081.0,0,3,4.1,8,0,Se quedó,11+ años
EMP-0468,50,TI,Asistente,3,3921.0,1,3,3.0,24,1,Renunció,3-5 años
EMP-0469,32,Finanzas,Gerente,5,4798.0,0,1,4.1,16,0,Se quedó,3-5 años
EMP-0470,39,Marketing,Coordinador,9,2092.0,1,1,4.7,20,1,Renunció,6-10 años
EMP-0471,33,Operaciones,Analista,17,1952.0,0,1,3.4,15,0,Se quedó,11+ años
EMP-0472,30,Ventas,Asistente,14,2269.0,0,2,3.1,7,1,Renunció,11+ años
EMP-0473,31,TI,Supervisor,7,2362.0,0,3,2.8,58,1,Renunció,6-10 años
EMP-0474,38,Finanzas,Asistente,8,3776.0,0,1,3.8,17,0,Se quedó,6-10 años
EMP-0475,28,TI,Supervisor,4,1791.0,1,1,4.6,22,0,Se quedó,3-5 años
EMP-0476,34,Ventas,Analista,9,4515.0,1,4,3.0,22,0,Se quedó,6-10 años
EMP-0477,30,Finanzas,Asistente,19,1772.0,0,4,3.2,54,0,Se quedó,11+ años
EMP-0478,48,TI,Asistente,5,1500.0,1,1,3.2,12,1,Renunció,3-5 años
EMP-0479,23,RRHH,Analista,15,3009.0,0,4,3.7,18,0,Se quedó,11+ años
EMP-0480,26,Ventas,Asistente,2,3993.0,1,4,2.7,56,0,Se quedó,0-2 años
EMP-0481,50,Ventas,Supervisor,9,2621.0,1,4,4.5,46,0,Se quedó,6-10 años
EMP-0482,40,Ventas,Asistente,10,2905.0,0,2,2.9,47,0,Se quedó,6-10 años
EMP-0483,29,RRHH,Coordinador,10,5333.0,0,1,4.1,15,0,Se quedó,6-10 años
EMP-0484,22,RRHH,Gerente,16,4015.0,0,1,3.5,37,0,Se quedó,11+ años
EMP-0485,43,Operaciones,Supervisor,3,2471.0,1,4,3.8,16,0,Se quedó,3-5 años
EMP-0486,38,Marketing,Coordinador,3,2054.0,0,2,2.5,5,0,Se quedó,3-5 años
EMP-0487,28,TI,Analista,16,3782.0,1,4,4.2,2,0,Se quedó,11+ años
EMP-0488,46,Operaciones,Supervisor,8,3401.0,1,2,2.6,52,0,Se quedó,6-10 años
EMP-0489,25,TI,Gerente,18,2885.0,0,1,2.3,28,1,Renunció,11+ años
EMP-0490,57,Marketing,Gerente,4,2141.0,0,4,3.6,57,0,Se quedó,3-5 años
EMP-0491,27,RRHH,Analista,5,2367.0,1,1,4.1,41,1,Renunció,3-5 años
EMP-0492,52,Marketing,Analista,2,2301.0,0,2,2.2,54,1,Renunció,0-2 años
EMP-0493,40,RRHH,Supervisor,0,2156.0,1,3,2.2,27,0,Se quedó,
EMP-0494,48,Marketing,Asistente,19,1919.0,0,2,4.4,31,1,Renunció,11+ años
EMP-0495,31,Operaciones,Analista,15,2714.0,0,3,4.4,41,1,Renunció,11+ años
EMP-0496,47,Finanzas,Asistente,10,1885.0,0,1,2.7,36,1,Renunció,6-10 años
EMP-0497,40,Operaciones,Coordinador,12,2620.0,1,1,3.8,47,0,Se quedó,11+ años
EMP-0498,24,TI,Gerente,9,1500.0,0,4,3.3,43,0,Se quedó,6-10 años
EMP-0499,34,Operaciones,Asistente,2,1920.0,1,3,3.9,1,1,Renunció,0-2 años
EMP-0500,49,Ventas,Gerente,8,3787.0,0,2,4.6,50,1,Renunció,6-10 años
EMP-0501,41,TI,Asistente,11,1702.0,1,1,2.2,29,1,Renunció,11+ años
EMP-0502,49,Marketing,Coordinador,13,3093.0,0,3,4.3,1,0,Se quedó,11+ años
EMP-0503,29,TI,Analista,0,1760.0,0,2,3.5,8,1,Renunció,
EMP-0504,22,Finanzas,Coordinador,17,3329.0,1,3,3.7,57,0,Se quedó,11+ años
EMP-0505,24,RRHH,Analista,16,2167.0,0,2,4.0,16,0,Se quedó,11+ años
EMP-0506,34,Marketing,Analista,8,2133.0,0,2,4.8,58,1,Renunció,6-10 años
EMP-0507,49,TI,Gerente,8,2494.0,0,2,2.2,28,0,Se quedó,6-10 años
EMP-0508,46,Marketing,Coordinador,9,1500.0,1,2,2.1,22,1,Renunció,6-10 años
EMP-0509,54,Marketing,Asistente,18,3601.0,1,3,2.5,18,0,Se quedó,11+ años
EMP-0510,27,Marketing,Coordinador,14,4111.0,0,3,5.0,22,0,Se quedó,11+ años
EMP-0511,53,RRHH,Gerente,4,2113.0,0,4,4.1,41,0,Se quedó,3-5 años
EMP-0512,42,Operaciones,Analista,14,3010.0,1,3,3.8,12,0,Se quedó,11+ años
EMP-0513,37,Marketing,Gerente,19,3333.0,0,3,2.1,19,0,Se quedó,11+ años
EMP-0514,42,Ventas,Supervisor,1,2353.0,1,4,4.6,25,1,Renunció,0-2 años
EMP-0515,32,Finanzas,Supervisor,12,1567.0,0,3,4.4,50,0,Se quedó,11+ años
EMP-0516,57,RRHH,Asistente,15,4618.0,1,2,4.0,59,0,Se quedó,11+ años
EMP-0517,56,TI,Gerente,14,2086.0,1,1,3.0,5,0,Se quedó,11+ años
EMP-0518,40,RRHH,Asistente,9,1913.0,1,1,2.2,59,0,Se quedó,6-10 años
EMP-0519,41,TI,Asistente,13,4701.0,1,4,3.7,34,1,Renunció,11+ años
EMP-0520,39,RRHH,Supervisor,9,3115.0,0,3,4.2,39,0,Se quedó,6-10 años
EMP-0521,35,TI,Asistente,13,2705.0,0,3,2.3,59,0,Se quedó,11+ años
EMP-0522,36,Marketing,Supervisor,8,1655.0,0,4,3.9,10,1,Renunció,6-10 años
EMP-0523,52,Operaciones,Analista,13,3365.0,1,1,2.9,47,1,Renunció,11+ años
EMP-0524,22,TI,Gerente,2,7775.0,1,2,4.3,57,1,Renunció,0-2 años
EMP-0525,24,TI,Asistente,19,3471.0,1,3,3.6,7,0,Se quedó,11+ años
EMP-0526,37,Ventas,Supervisor,15,2976.0,0,4,2.4,37,0,Se quedó,11+ años
EMP-0527,44,TI,Coordinador,1,3257.0,0,2,3.6,47,0,Se quedó,0-2 años
EMP-0528,32,Ventas,Asistente,9,2140.0,0,4,3.2,52,0,Se quedó,6-10 años
EMP-0529,33,Finanzas,Analista,2,2132.0,1,4,2.5,52,0,Se quedó,0-2 años
EMP-0530,31,Marketing,Analista,10,2121.0,0,4,4.5,15,0,Se quedó,6-10 años
EMP-0531,53,Ventas,Coordinador,10,1939.0,0,1,2.0,42,1,Renunció,6-10 años
EMP-0532,37,Operaciones,Supervisor,12,2120.0,1,1,2.9,24,0,Se quedó,11+ años
EMP-0533,29,Marketing,Asistente,6,2116.0,0,4,2.0,26,0,Se quedó,6-10 años
EMP-0534,33,Ventas,Supervisor,16,2213.0,0,3,2.3,26,0,Se quedó,11+ años
EMP-0535,45,Marketing,Analista,1,2188.0,0,2,2.9,46,1,Renunció,0-2 años
EMP-0536,49,Marketing,Supervisor,11,2690.0,1,3,2.2,26,1,Renunció,11+ años
EMP-0537,29,Marketing,Analista,9,2519.0,0,1,3.8,58,0,Se quedó,6-10 años
EMP-0538,49,Finanzas,Supervisor,17,2610.0,1,2,2.3,10,1,Renunció,11+ años
EMP-0539,57,Operaciones,Coordinador,10,4487.0,0,4,4.1,17,0,Se quedó,6-10 años
EMP-0540,47,RRHH,Gerente,15,2517.0,1,3,2.2,53,1,Renunció,11+ años
EMP-0541,29,RRHH,Coordinador,16,5910.0,0,3,2.2,14,0,Se quedó,11+ años
EMP-0542,49,Ventas,Coordinador,18,2810.0,0,4,2.9,2,0,Se quedó,11+ años
EMP-0543,49,Marketing,Gerente,17,2041.0,1,3,4.7,48,0,Se quedó,11+ años
EMP-0544,57,Ventas,Gerente,2,4187.0,1,1,3.9,13,0,Se quedó,0-2 años
EMP-0545,48,Finanzas,Asistente,15,2364.0,0,4,4.3,27,0,Se quedó,11+ años
EMP-0546,38,Finanzas,Asistente,5,1500.0,1,3,2.4,9,1,Renunció,3-5 años
EMP-0547,30,TI,Coordinador,11,2437.0,0,4,4.5,7,0,Se quedó,11+ años
EMP-0548,54,Finanzas,Coordinador,10,2209.0,1,2,2.0,48,1,Renunció,6-10 años
EMP-0549,41,TI,Analista,14,4641.0,1,4,2.6,10,1,Renunció,11+ años
EMP-0550,34,Operaciones,Analista,14,1704.0,0,3,3.8,56,0,Se quedó,11+ años
EMP-0551,49,Ventas,Asistente,15,2137.0,1,1,3.1,54,1,Renunció,11+ años
EMP-0552,50,Operaciones,Asistente,9,4052.0,0,4,5.0,9,0,Se quedó,6-10 años
EMP-0553,34,Finanzas,Analista,11,2858.0,0,4,2.1,22,0,Se quedó,11+ años
EMP-0554,56,Operaciones,Analista,12,2279.0,1,3,5.0,23,0,Se quedó,11+ años
EMP-0555,27,Operaciones,Supervisor,3,1803.0,1,1,3.9,7,0,Se quedó,3-5 años
EMP-0556,39,Operaciones,Supervisor,6,2809.0,0,1,3.7,48,0,Se quedó,6-10 años
EMP-0557,26,Finanzas,Analista,1,2412.0,0,2,2.2,9,0,Se quedó,0-2 años
EMP-0558,46,Marketing,Supervisor,14,1795.0,0,2,2.8,27,0,Se quedó,11+ años
EMP-0559,23,Operaciones,Gerente,7,1833.0,1,3,4.8,24,1,Renunció,6-10 años
EMP-0560,31,TI,Asistente,6,1762.0,0,1,3.1,29,1,Renunció,6-10 años
EMP-0561,51,Finanzas,Asistente,14,1641.0,0,1,4.0,17,0,Se quedó,11+ años
EMP-0562,26,Operaciones,Analista,13,3546.0,0,2,5.0,20,0,Se quedó,11+ años
EMP-0563,54,Marketing,Coordinador,7,3360.0,0,2,2.8,7,0,Se quedó,6-10 años
EMP-0564,22,Finanzas,Analista,11,3548.0,0,3,3.7,43,0,Se quedó,11+ años
